iter	Logloss
114	0.5072209307
115	0.5070937834
116	0.5070226377
117	0.5068903726
118	0.5068290719
119	0.5067842384
120	0.5067113767
121	0.506658155
122	0.5065468527
123	0.5064799444
124	0.5064306601
125	0.5062370147
126	0.5060910763
127	0.5059640428
128	0.5058708923
129	0.5057836031
130	0.5056444095
131	0.5055978903
132	0.5054580717
133	0.5053788247
134	0.5053351679
135	0.5052544075
136	0.5051569858
137	0.5050466663
138	0.5049799484
139	0.5048734113
140	0.5047484424
141	0.5046473095
142	0.504556986
143	0.5044618211
144	0.5043545726
145	0.5043117712
146	0.5041901777
147	0.5040938599
148	0.5040263901
149	0.5039279634
150	0.5038207619
151	0.5037606648
152	0.503712719
153	0.503628338
154	0.5035327117
155	0.503437893
156	0.5032895865
157	0.5032431896
158	0.5031411467
159	0.503010255
160	0.5029023536
161	0.5028031487
162	0.5027269675
163	0.5025869102
164	0.5024643586
165	0.5023525994
166	0.5022949848
167	0.5021782042
168	0.5020583009
169	0.501999452
170	0.5019277445
171	0.5018345062
172	0.501684558
173	0.5016210093
174	0.5015196484
175	0.501429393
176	0.5011136197
177	0.5009704385
178	0.5008996294
179	0.5007374765
180	0.5006009396
181	0.5005041097
182	0.5004239238
183	0.5003478714
184	0.5002261139
185	0.5001509707
186	0.4999936059
187	0.4998718053
188	0.4997886029
189	0.4996608894
190	0.4995690045
191	0.4994618127
192	0.4993809111
193	0.4992613853
194	0.4991002222
195	0.4989845419
196	0.4989137674
197	0.4988004695
198	0.4987372526
199	0.4986712396
200	0.4986051393
201	0.4985454346
202	0.4984575606
203	0.4983833043
204	0.4982704723
205	0.4981983995
206	0.4981077201
207	0.4979999516
208	0.4979034711
209	0.4978024418
210	0.4977489303
211	0.4976584399
212	0.4975578096
213	0.4974766877
214	0.4973550565
215	0.4972140522
216	0.4971038748
217	0.4970282822
218	0.4969260643
219	0.4968508045
220	0.4967147813
221	0.4966418085
222	0.4964937383
223	0.4964204225
224	0.4963682947
225	0.4963329761
226	0.4962628865
227	0.4962013077
228	0.4960942831
229	0.4959587738
230	0.4958556279
231	0.49576951
232	0.49571058
233	0.4956412207
234	0.4955562746
235	0.4954628153
236	0.4953516785
237	0.4952183666
238	0.4951508839
239	0.4950689469
240	0.4949649254
241	0.4948801234
242	0.4948189359
243	0.4947309638
244	0.4946817288
245	0.4946140573
246	0.4945482503
247	0.4943987485
248	0.494331809
249	0.4942291941
250	0.4941515634
251	0.4940814757
252	0.4939827811
253	0.4939020377
254	0.4938348117
255	0.4937596378
256	0.4936912154
257	0.4935989452
258	0.4935509313
259	0.4934335837
260	0.4933429729
261	0.4931937604
262	0.4930582483
263	0.4929871412
264	0.4928892436
265	0.4927968353
266	0.4927159544
267	0.4926061766
268	0.4925401529
269	0.4924425646
270	0.4923850947
271	0.4922594507
272	0.492157191
273	0.4920964474
274	0.4919816163
275	0.4919127804
276	0.4918830869
277	0.4918360117
278	0.4917349677
279	0.4916594703
280	0.4916279338
281	0.4915009161
282	0.491429583
283	0.4913305438
284	0.4912707615
285	0.4911487924
286	0.4910663235
287	0.491014829
288	0.4909341672
289	0.490843062
290	0.4907336988
291	0.4905249565
292	0.4904148225
293	0.4903536124
294	0.4902779381
295	0.4901875846
296	0.4900990372
297	0.490031828
298	0.489981657
299	0.4899088506
300	0.4898554526
301	0.4897211586
302	0.4896628878
303	0.4896138524
304	0.4894658256
305	0.4894200114
306	0.4893037516
307	0.4892124368
308	0.4891510883
309	0.4890700526
310	0.4890267982
311	0.4889294424
312	0.4888424171
313	0.4887569775
314	0.4886588161
315	0.4885815152
316	0.4884522692
317	0.4883735677
318	0.488319905
319	0.4882694415
320	0.4882125628
321	0.4881676025
322	0.4880641717
323	0.4879812759
324	0.4879430331
325	0.4878896808
326	0.4877531454
327	0.4876300432
328	0.4875963658
329	0.4875502918
330	0.4874837764
331	0.4874331558
332	0.4873313604
333	0.4872917357
334	0.4872012565
335	0.4870815849
336	0.4870001245
337	0.4869016271
338	0.4868309066
339	0.4867376536
340	0.4866685806
341	0.4866143547
342	0.4865496254
343	0.4864681222
344	0.4863854747
345	0.4862921125
346	0.4862201977
347	0.486123582
348	0.48609213
349	0.4860439916
350	0.4859832138
351	0.4859153037
352	0.485795956
353	0.4857477856
354	0.4856456621
355	0.4855670538
356	0.4855114837
357	0.4854543416
358	0.4853914235
359	0.4853157374
360	0.4852349643
361	0.4851792392
362	0.4851508826
363	0.4850898557
364	0.484975147
365	0.4848766275
366	0.4847892163
367	0.4847347788
368	0.4846816913
369	0.4846269455
370	0.4845714786
371	0.4845170486
372	0.484431893
373	0.4843697752
374	0.4843395749
375	0.4843022818
376	0.4842508166
377	0.4842018863
378	0.4840882107
379	0.4839710516
380	0.4838371679
381	0.4837839553
382	0.4837174459
383	0.4836531277
384	0.4835743502
385	0.4835244389
386	0.4834795316
387	0.4833901199
388	0.4832740419
389	0.4832514662
390	0.4831217919
391	0.4830546487
392	0.4829623554
393	0.4828596833
394	0.4827923354
395	0.4827036397
396	0.482650534
397	0.4826040605
398	0.4825216653
399	0.4824294201
400	0.4823957304
401	0.4823207884
402	0.4822932843
403	0.4821963974
404	0.482146686
405	0.4820694856
406	0.4819940562
407	0.4818934248
408	0.4818400125
409	0.481777758
410	0.4816903817
411	0.4816520151
412	0.4815690883
413	0.4814750855
414	0.4814241263
415	0.4813996438
416	0.4813049891
417	0.4812068914
418	0.4810983483
419	0.4810641708
420	0.4809889995
421	0.4809097247
422	0.4808315426
423	0.4807470356
424	0.4806814318
425	0.4806069644
426	0.4805499154
427	0.480495975
428	0.48044966
429	0.4803764151
430	0.4802777698
431	0.4802318296
432	0.480148518
433	0.4800567924
434	0.480006906
435	0.4799246843
436	0.4798270872
437	0.4797623976
438	0.4797290649
439	0.479692238
440	0.4796502824
441	0.4796098061
442	0.4795509269
443	0.4794843439
444	0.4793603356
445	0.4793071104
446	0.4792792147
447	0.4792273472
448	0.4790917995
449	0.4790293084
450	0.4789538584
451	0.4789245703
452	0.4788538235
453	0.4787746553
454	0.4786775487
455	0.4786215042
456	0.4785196415
457	0.478472434
458	0.4783979842
459	0.4783260802
460	0.4782404922
461	0.4781465741
462	0.4780897868
463	0.4780159592
464	0.4779306727
465	0.4778657448
466	0.4777767192
467	0.4777054774
468	0.4776685898
469	0.4776300378
470	0.4775636137
471	0.4775238371
472	0.4774875253
473	0.4774356143
474	0.4773536912
475	0.4772754722
476	0.47718418
477	0.4771249269
478	0.4770606925
479	0.4770120143
480	0.4769364909
481	0.4768631096
482	0.4768090793
483	0.4767359475
484	0.4766737051
485	0.4766190972
486	0.4765327515
487	0.4764519973
488	0.4763914358
489	0.476349112
490	0.4763003728
491	0.4761948899
492	0.476155527
493	0.4761079957
494	0.4760305851
495	0.4759799107
496	0.4759462529
497	0.4758679149
498	0.4758107515
499	0.4757701194
500	0.4757146016
501	0.4756132342
502	0.4755691386
503	0.4755139617
504	0.475416535
505	0.4753765569
506	0.4753061278
507	0.4752335975
508	0.4751464197
509	0.4750792747
510	0.4750318225
511	0.4749762615
512	0.4749128421
513	0.4748825147
514	0.4748379256
515	0.4747551634
516	0.4746654279
517	0.4745796932
518	0.4745310276
519	0.4744624076
520	0.4744279352
521	0.4743906857
522	0.4743038117
523	0.47423046
524	0.4741478488
525	0.4741126686
526	0.4740552895
527	0.4739258669
528	0.4738955844
529	0.4738438553
530	0.4737816236
531	0.4736693616
532	0.473575564
533	0.4735087113
534	0.4734424028
535	0.4733584968
536	0.4733177591
537	0.4732091803
538	0.4731810579
539	0.4731282032
540	0.4730319863
541	0.4729268231
542	0.4728341745
543	0.4727696721
544	0.472679837
545	0.4726119506
546	0.4725753573
547	0.472472589
548	0.4724230798
549	0.472355698
550	0.4722760917
551	0.4721946628
552	0.472141276
553	0.4720892879
554	0.4720313903
555	0.4719865301
556	0.4718865669
557	0.4718323631
558	0.4717980258
559	0.4717688738
560	0.4717423726
561	0.4716707366
562	0.471525041
563	0.4714767629
564	0.4714192072
565	0.4713699406
566	0.4713431509
567	0.471257126
568	0.4712117082
569	0.471155037
570	0.4710770318
571	0.4710261125
572	0.4709508828
573	0.4708983149
574	0.4708291057
575	0.470777595
576	0.47073687
577	0.4706869568
578	0.4706397554
579	0.4705861905
580	0.4705627957
581	0.4705130274
582	0.4704782218
583	0.4703563737
584	0.4703067887
585	0.4702619496
586	0.4701965976
587	0.470118013
588	0.4700132298
589	0.4699514889
590	0.4698789995
591	0.4698408479
592	0.4697937834
593	0.4697481715
594	0.4696987443
595	0.4696350047
596	0.4695754319
597	0.469517907
598	0.4693924155
599	0.4693056688
600	0.4692084837
601	0.4691079838
602	0.4690809505
603	0.4690303675
604	0.4689651039
605	0.4689324854
606	0.4688283601
607	0.4687241975
608	0.4686040634
609	0.4685632291
610	0.4684981021
611	0.4684555141
612	0.4683758204
613	0.4683346857
614	0.4682987665
615	0.4682497722
616	0.468167298
617	0.4681324913
618	0.4680159696
619	0.4679777643
620	0.4679275409
621	0.4678986578
622	0.4678591927
623	0.4678120775
624	0.4677425904
625	0.4676368717
626	0.467536973
627	0.4674774433
628	0.4674001911
629	0.4672851343
630	0.4672569499
631	0.4672219939
632	0.4671059641
633	0.4670606128
634	0.4670082903
635	0.4669572871
636	0.4668690823
637	0.4667671767
638	0.4667187486
639	0.4666522677
640	0.4666009332
641	0.4665430736
642	0.4665227509
643	0.4664503879
644	0.4663972412
645	0.4663411804
646	0.4662847409
647	0.4662269594
648	0.4661684216
649	0.4661093901
650	0.4660630418
651	0.4659669022
652	0.4658776689
653	0.4658211328
654	0.4657560267
655	0.4657065309
656	0.4656475679
657	0.4655715429
658	0.4654921704
659	0.4654601647
660	0.465380994
661	0.4653020767
662	0.4652128043
663	0.4651548829
664	0.4650697953
665	0.4649920161
666	0.4649566829
667	0.4649304111
668	0.4648410239
669	0.4647591843
670	0.4647056817
671	0.4646361916
672	0.4645369596
673	0.4644621963
674	0.4643901942
675	0.464343033
676	0.464267573
677	0.4642179056
678	0.4641676646
679	0.4641196787
680	0.4640933264
681	0.4640089603
682	0.4639443663
683	0.4638993706
684	0.463825118
685	0.4637420046
686	0.463673182
687	0.4636459067
688	0.4635792266
689	0.4635386709
690	0.4635108357
691	0.4634533644
692	0.4633439337
693	0.4632949475
694	0.4632651928
695	0.4632099797
696	0.4631637701
697	0.4630754856
698	0.4630263805
699	0.4629838052
700	0.4629168269
701	0.4628610263
702	0.462781546
703	0.4627410197
704	0.4626496496
705	0.4625518743
706	0.4624478715
707	0.4623490689
708	0.4623275897
709	0.4622559482
710	0.4621633811
711	0.4620898932
712	0.4620255795
713	0.461935762
714	0.4618750588
715	0.4617597157
716	0.461705165
717	0.4616548507
718	0.4615455081
719	0.4614652422
720	0.4614402154
721	0.461413536
722	0.4613450904
723	0.4612804835
724	0.4612295589
725	0.4611907983
726	0.4611446781
727	0.4610535186
728	0.4610186279
729	0.4609813273
730	0.4609317025
731	0.4608929764
732	0.4608442529
733	0.4607889818
734	0.4607444719
735	0.4607030069
736	0.4606196706
737	0.4606013925
738	0.4605552026
739	0.4604899704
740	0.4603965968
741	0.4603652131
742	0.4603048564
743	0.460213125
744	0.4601701239
745	0.4601261095
746	0.4600605614
747	0.460013848
748	0.4599187809
749	0.4598850214
750	0.4598589802
751	0.4598202765
752	0.4597539552
753	0.4596905296
754	0.4596544115
755	0.4596212919
756	0.4595929899
757	0.4595226275
758	0.4594704812
759	0.4593982114
760	0.4593382883
761	0.4592520693
762	0.4592369262
763	0.4591803553
764	0.4590872336
765	0.4590112168
766	0.4589356597
767	0.4588465402
768	0.4587995963
769	0.4587065168
770	0.4586331897
771	0.4585847471
772	0.4585282235
773	0.4584767767
774	0.4584123446
775	0.4583594105
776	0.4583194858
777	0.4582770705
778	0.4582152891
779	0.4581656477
780	0.4581014079
781	0.4580603972
782	0.4580051766
783	0.4579305352
784	0.4578835493
785	0.457850502
786	0.4578032684
787	0.4577620452
788	0.4577177788
789	0.4576257212
790	0.4575722646
791	0.4575409955
792	0.4574752855
793	0.4574242899
794	0.4573697871
795	0.4573307107
796	0.4572777354
797	0.4572471428
798	0.4571927548
799	0.4571066574
800	0.457075652
801	0.4569852371
802	0.4569280417
803	0.4568349585
804	0.4567499555
805	0.456712854
806	0.4566505214
807	0.4566068331
808	0.4565442688
809	0.4564789036
810	0.4564320844
811	0.456336712
812	0.4562882273
813	0.4562475597
814	0.4561365264
815	0.4561015735
816	0.4560651194
817	0.4560223271
818	0.4559539381
819	0.4558934204
820	0.4558382808
821	0.4558209152
822	0.4557818816
823	0.455742148
824	0.4556479611
825	0.4555858099
826	0.4554899185
827	0.4554311027
828	0.4553583718
829	0.4553125962
830	0.4552623831
831	0.4551772755
832	0.4550784013
833	0.4550369926
834	0.4549392725
835	0.454889988
836	0.4548664518
837	0.4548171837
838	0.45473437
839	0.4546874168
840	0.454623409
841	0.4545808529
842	0.454525331
843	0.4544814804
844	0.4543927621
845	0.4543562315
846	0.4542559111
847	0.4542047984
848	0.4541664545
849	0.4541293051
850	0.4540505651
851	0.4540033379
852	0.4539512587
853	0.4539004945
854	0.4538796929
855	0.453779564
856	0.4537258608
857	0.4536489454
858	0.4535954614
859	0.4535544694
860	0.4534553382
861	0.4534073245
862	0.4533798606
863	0.4533300325
864	0.4532646167
865	0.4531949655
866	0.4531454527
867	0.4530965724
868	0.4530656583
869	0.4530234532
870	0.4529849252
871	0.4529015911
872	0.4528338426
873	0.4527533645
874	0.4527000199
875	0.4526339841
876	0.4525859629
877	0.4525512027
878	0.4525313445
879	0.4524623583
880	0.4524090959
881	0.4523824443
882	0.4523441741
883	0.4522886948
884	0.4522204059
885	0.4520963977
886	0.4520311238
887	0.4519859983
888	0.4519292893
889	0.4518492078
890	0.451791891
891	0.4517509353
892	0.4517230704
893	0.4516827659
894	0.4516466919
895	0.4515773969
896	0.451522518
897	0.4514542702
898	0.4513911737
899	0.4513397786
900	0.4513070093
901	0.4512569998
902	0.4511865521
903	0.4511605888
904	0.4511268118
905	0.4510895095
906	0.4510372725
907	0.4509909809
908	0.4509474434
909	0.4509208492
910	0.4508805032
911	0.4508243031
912	0.4507682069
913	0.4507204655
914	0.4506542373
915	0.4505922495
916	0.4505594919
917	0.4505154856
918	0.4504721921
919	0.4503993245
920	0.4503272847
921	0.4502791873
922	0.4502217398
923	0.4501923512
924	0.4501466112
925	0.4501169354
926	0.4500744857
927	0.4500161405
928	0.4499976476
929	0.4499108676
930	0.449870354
931	0.4498271873
932	0.4497411546
933	0.449699859
934	0.4496423877
935	0.4495635922
936	0.4495060678
937	0.4494586296
938	0.4494228364
939	0.449349418
940	0.4492906181
941	0.4492592764
942	0.4491881847
943	0.4491357074
944	0.4490881757
945	0.4490468594
946	0.4490183578
947	0.4489538932
948	0.4489078483
949	0.4488321651
950	0.448782574
951	0.4487079597
952	0.4486585382
953	0.4485942564
954	0.4485032256
955	0.4484432555
956	0.4483885026
957	0.4483151517
958	0.4482506706
959	0.4481619644
960	0.4481344328
961	0.4480848724
962	0.4480362848
963	0.4480010071
964	0.4479535685
965	0.4479185096
966	0.4478491037
967	0.4478051874
968	0.4477226842
969	0.4476598058
970	0.4476058628
971	0.4475503131
972	0.447510059
973	0.4474806334
974	0.4474394946
975	0.4474014668
976	0.4473496574
977	0.4472747514
978	0.4472054297
979	0.4471569876
980	0.4470902221
981	0.4470010217
982	0.446950063
983	0.4469137637
984	0.4468543568
985	0.4468209272
986	0.4467723485
987	0.446682747
988	0.4466208111
989	0.4466020008
990	0.4465539352
991	0.4464299048
992	0.4463812939
993	0.4463097413
994	0.4462771536
995	0.4462316003
996	0.4461468157
997	0.446072667
998	0.4460402493
999	0.4459756175
